"species_sci"	"sample"	"study"	"pub_stranded"	"n_reads"	"failed"	"strand_fwd"	"strand_rev"	"max_strand"	"max_strand_no_fail"	"aligned"	"percent_aligned"	"test_stranded"	"flag"
"a. thaliana"	"SRR5112408"	"PRJNA357502"	"Stranded"	100000	0.0273	0.0058	0.9669	0.9669	0.99403721599671	97066	0.97066	"Stranded"	"Passed"
"a. thaliana"	"SRR5112409"	"PRJNA357502"	"Stranded"	100000	0.0265	0.0036	0.9699	0.9699	0.996302003081664	95963	0.95963	"Stranded"	"Passed"
"a. thaliana"	"SRR5121376"	"PRJNA358157"	"Unstranded"	100000	0.0327	0.4859	0.4814	0.4859	0.502326062235087	98161	0.98161	"Unstranded"	"Passed"
"a. thaliana"	"SRR5121377"	"PRJNA358157"	"Unstranded"	100000	0.035	0.4799	0.4851	0.4851	0.502694300518135	98425	0.98425	"Unstranded"	"Passed"
"a. thaliana"	"SRR5121378"	"PRJNA358157"	"Unstranded"	100000	0.0345	0.4849	0.4806	0.4849	0.502226825479026	92531	0.92531	"Unstranded"	"Passed"
"a. thaliana"	"SRR5244313"	"PRJNA374044"	"Stranded"	100000	0.0283	0.0049	0.9667	0.9667	0.994956772334294	88934	0.88934	"Stranded"	"Passed"
"a. thaliana"	"SRR5244314"	"PRJNA374044"	"Stranded"	100000	0.0285	0.0049	0.9665	0.9665	0.994955733992176	89145	0.89145	"Stranded"	"Passed"
"a. thaliana"	"SRR5244315"	"PRJNA374044"	"Stranded"	100000	0.0274	0.0042	0.9684	0.9684	0.995681677976558	92511	0.92511	"Stranded"	"Passed"
"a. thaliana"	"SRR5313798"	"PRJNA378128"	"Stranded"	100000	0.0271	0.0077	0.9652	0.9652	0.992085517524925	96024	0.96024	"Stranded"	"Passed"
"a. thaliana"	"SRR5313799"	"PRJNA378128"	"Stranded"	100000	0.0274	0.0228	0.9499	0.9499	0.976560090469826	96518	0.96518	"Stranded"	"Passed"
"a. thaliana"	"SRR5313800"	"PRJNA378128"	"Stranded"	100000	0.0275	0.0772	0.8953	0.8953	0.920616966580977	96600	0.966	"Stranded"	"Passed"
"a. thaliana"	"SRR5483618"	"PRJNA384596"	"Stranded"	100000	0.03	0.0046	0.9653	0.9653	0.995257243014744	97464	0.97464	"Stranded"	"Passed"
"a. thaliana"	"SRR5483619"	"PRJNA384596"	"Stranded"	100000	0.0296	0.0047	0.9657	0.9657	0.995156636438582	97585	0.97585	"Stranded"	"Passed"
"a. thaliana"	"SRR5483620"	"PRJNA384596"	"Stranded"	100000	0.0271	0.0046	0.9682	0.9682	0.995271381578947	94639	0.94639	"Stranded"	"Passed"
"a. thaliana"	"SRR5588566"	"PRJNA387601"	"Unstranded"	100000	0.033	0.4766	0.4904	0.4904	0.507135470527404	94474	0.94474	"Unstranded"	"Passed"
"a. thaliana"	"SRR5588567"	"PRJNA387601"	"Unstranded"	100000	0.0313	0.4835	0.4852	0.4852	0.500877464643336	91433	0.91433	"Unstranded"	"Passed"
"a. thaliana"	"SRR5588568"	"PRJNA387601"	"Unstranded"	100000	0.0348	0.4767	0.4886	0.4886	0.506163886874547	87091	0.87091	"Unstranded"	"Passed"
"a. thaliana"	"SRR5618242"	"PRJNA388207"	"Stranded"	100000	0.0353	0.9011	0.0636	0.9011	0.934072768736395	93810	0.9381	"Stranded"	"Passed"
"a. thaliana"	"SRR5618243"	"PRJNA388207"	"Stranded"	100000	0.0377	0.9005	0.0619	0.9005	0.935681629260183	94804	0.94804	"Stranded"	"Passed"
"a. thaliana"	"SRR5618244"	"PRJNA388207"	"Stranded"	100000	0.0348	0.9204	0.0449	0.9204	0.953485962913084	94576	0.94576	"Stranded"	"Passed"
"a. thaliana"	"SRR5640546"	"PRJNA388948"	"Stranded"	100000	0.0282	0.0042	0.9677	0.9677	0.995678567753884	97312	0.97312	"Stranded"	"Passed"
"a. thaliana"	"SRR5640547"	"PRJNA388948"	"Stranded"	100000	0.028	0.0027	0.9692	0.9692	0.997221936413211	97688	0.97688	"Stranded"	"Passed"
"a. thaliana"	"SRR5640548"	"PRJNA388948"	"Stranded"	100000	0.0276	0.003	0.9694	0.9694	0.996914849856026	97974	0.97974	"Stranded"	"Passed"
"a. thaliana"	"SRR6687547"	"PRJNA433501"	"Unstranded"	100000	0.0377	0.956	0.0063	0.956	0.993453185077419	87118	0.87118	"Stranded"	"Failed"
"a. thaliana"	"SRR6687548"	"PRJNA433501"	"Unstranded"	100000	0.038	0.9548	0.0072	0.9548	0.992515592515593	88849	0.88849	"Stranded"	"Failed"
"a. thaliana"	"SRR6687549"	"PRJNA433501"	"Unstranded"	100000	0.0352	0.9584	0.0064	0.9584	0.993366500829187	89403	0.89403	"Stranded"	"Failed"
"a. thaliana"	"SRR7500504"	"PRJNA480268"	"Stranded"	100000	0.033	0.102	0.865	0.865	0.894519131334023	89566	0.89566	"Stranded"	"Failed"
"a. thaliana"	"SRR7500505"	"PRJNA480268"	"Stranded"	100000	0.0339	0.0881	0.878	0.878	0.908808611944933	85171	0.85171	"Stranded"	"Passed"
"a. thaliana"	"SRR7500506"	"PRJNA480268"	"Stranded"	100000	0.0368	0.1101	0.8531	0.8531	0.885693521594684	88229	0.88229	"Stranded"	"Failed"
"a. thaliana"	"SRR7706470"	"PRJNA486520"	"Stranded"	100000	0.043	0.0213	0.9357	0.9357	0.977742946708464	75628	0.75628	"Stranded"	"Passed"
"a. thaliana"	"SRR7706471"	"PRJNA486520"	"Stranded"	100000	0.0433	0.022	0.9347	0.9347	0.977004285564963	75744	0.75744	"Stranded"	"Passed"
"a. thaliana"	"SRR7706472"	"PRJNA486520"	"Stranded"	100000	0.0455	0.0226	0.9319	0.9319	0.976322682032478	73266	0.73266	"Stranded"	"Passed"
"a. thaliana"	"SRR8249024"	"PRJNA507243"	"Unstranded"	100000	0.0377	0.4948	0.4674	0.4948	0.514238204115569	78511	0.78511	"Unstranded"	"Passed"
"a. thaliana"	"SRR8249025"	"PRJNA507243"	"Unstranded"	100000	0.0539	0.4988	0.4473	0.4988	0.527216996089208	68684	0.68684	"Unstranded"	"Passed"
"a. thaliana"	"SRR8249026"	"PRJNA507243"	"Unstranded"	100000	0.0323	0.4836	0.4841	0.4841	0.500258344528263	94248	0.94248	"Unstranded"	"Passed"
"a. thaliana"	"SRR8368635"	"PRJNA511671"	"Unstranded"	100000	0.0345	0.4829	0.4827	0.4829	0.500103562551781	97621	0.97621	"Unstranded"	"Passed"
"a. thaliana"	"SRR8368636"	"PRJNA511671"	"Unstranded"	100000	0.0331	0.481	0.4859	0.4859	0.502533871134554	97700	0.977	"Unstranded"	"Passed"
"a. thaliana"	"SRR8368637"	"PRJNA511671"	"Unstranded"	100000	0.0343	0.4807	0.485	0.485	0.50222636429533	96590	0.9659	"Unstranded"	"Passed"
"a. thaliana"	"SRR9844291"	"PRJNA556865"	"Unstranded"	100000	0.0392	0.4802	0.4807	0.4807	0.500260172754709	97640	0.9764	"Unstranded"	"Passed"
"a. thaliana"	"SRR9844292"	"PRJNA556865"	"Unstranded"	100000	0.0373	0.4831	0.4796	0.4831	0.501817804092656	97962	0.97962	"Unstranded"	"Passed"
"a. thaliana"	"SRR9844293"	"PRJNA556865"	"Unstranded"	100000	0.036	0.4805	0.4834	0.4834	0.501504305425874	97930	0.9793	"Unstranded"	"Passed"
"a. thaliana"	"SRR1613921"	"PRJNA264018"	"Unstranded"	1000000	0.0272	0.485	0.4878	0.4878	0.501439144736842	651580	0.65158	"Unstranded"	"Passed"
"a. thaliana"	"SRR1613922"	"PRJNA264018"	"Unstranded"	1000000	0.031	0.4854	0.4836	0.4854	0.500928792569659	688221	0.688221	"Unstranded"	"Passed"
"a. thaliana"	"SRR1613923"	"PRJNA264018"	"Unstranded"	1000000	0.0297	0.4842	0.4861	0.4861	0.500979078635474	691179	0.691179	"Unstranded"	"Passed"
"a. thaliana"	"SRR2088865"	"PRJNA289110"	"Stranded"	1000000	0.0281	0.9323	0.0397	0.9323	0.959156378600823	909508	0.909508	"Stranded"	"Passed"
"a. thaliana"	"SRR2088866"	"PRJNA289110"	"Stranded"	1000000	0.0355	0.9351	0.0295	0.9351	0.969417375077752	857819	0.857819	"Stranded"	"Passed"
"a. thaliana"	"SRR2088867"	"PRJNA289110"	"Stranded"	1000000	0.0309	0.9378	0.0312	0.9378	0.967801857585139	893832	0.893832	"Stranded"	"Passed"
"a. thaliana"	"SRR3087771"	"PRJNA308080"	"Stranded"	1000000	0.0531	0.476	0.4709	0.476	0.502692998204668	923578	0.923578	"Unstranded"	"Failed"
"a. thaliana"	"SRR3087773"	"PRJNA308080"	"Stranded"	1000000	0.0292	0.4876	0.4832	0.4876	0.502266172229089	599635	0.599635	"Unstranded"	"Failed"
"a. thaliana"	"SRR3403539"	"PRJNA318918"	"Unstranded"	1000000	0.0268	0.4878	0.4853	0.4878	0.501284554516494	947323	0.947323	"Unstranded"	"Passed"
"a. thaliana"	"SRR3403540"	"PRJNA318918"	"Unstranded"	1000000	0.0287	0.487	0.4842	0.487	0.501441515650741	965583	0.965583	"Unstranded"	"Passed"
"a. thaliana"	"SRR3403541"	"PRJNA318918"	"Unstranded"	1000000	0.0286	0.4855	0.4859	0.4859	0.500205888408483	962359	0.962359	"Unstranded"	"Passed"
"a. thaliana"	"SRR3992506"	"PRJNA336058"	"Stranded"	1000000	0.0362	0.4824	0.4814	0.4824	0.50051877982984	862718	0.862718	"Unstranded"	"Failed"
"a. thaliana"	"SRR3992507"	"PRJNA336058"	"Stranded"	1000000	0.0369	0.4814	0.4816	0.4816	0.500103842159917	955709	0.955709	"Unstranded"	"Failed"
"a. thaliana"	"SRR3992508"	"PRJNA336058"	"Stranded"	1000000	0.0355	0.4829	0.4816	0.4829	0.500673924313116	956036	0.956036	"Unstranded"	"Failed"
"a. thaliana"	"SRR4119790"	"PRJNA341576"	"Unstranded"	1000000	0.0308	0.482	0.4872	0.4872	0.502682624845233	956515	0.956515	"Unstranded"	"Passed"
"a. thaliana"	"SRR4119791"	"PRJNA341576"	"Unstranded"	1000000	0.0307	0.4815	0.4878	0.4878	0.503249767873723	929066	0.929066	"Unstranded"	"Passed"
"a. thaliana"	"SRR4119792"	"PRJNA341576"	"Unstranded"	1000000	0.0316	0.4801	0.4883	0.4883	0.504233787691037	939022	0.939022	"Unstranded"	"Passed"
"a. thaliana"	"SRR5112407"	"PRJNA357502"	"Stranded"	1000000	0.0275	0.0044	0.9681	0.9681	0.99547557840617	985139	0.985139	"Stranded"	"Passed"
"a. thaliana"	"SRR5112408"	"PRJNA357502"	"Stranded"	1000000	0.0267	0.0054	0.9679	0.9679	0.99445186478989	970618	0.970618	"Stranded"	"Passed"
"a. thaliana"	"SRR5112409"	"PRJNA357502"	"Stranded"	1000000	0.0273	0.0037	0.969	0.969	0.996196155032384	959591	0.959591	"Stranded"	"Passed"
"a. thaliana"	"SRR5121376"	"PRJNA358157"	"Unstranded"	1000000	0.0335	0.486	0.4805	0.486	0.502845318158303	980939	0.980939	"Unstranded"	"Passed"
"a. thaliana"	"SRR5121377"	"PRJNA358157"	"Unstranded"	1000000	0.0359	0.4822	0.4819	0.4822	0.500155585520174	984387	0.984387	"Unstranded"	"Passed"
"a. thaliana"	"SRR5121378"	"PRJNA358157"	"Unstranded"	1000000	0.035	0.4859	0.479	0.4859	0.503575500051819	924462	0.924462	"Unstranded"	"Passed"
"a. thaliana"	"SRR5244313"	"PRJNA374044"	"Stranded"	1000000	0.0285	0.0049	0.9667	0.9667	0.994956772334294	889813	0.889813	"Stranded"	"Passed"
"a. thaliana"	"SRR5244314"	"PRJNA374044"	"Stranded"	1000000	0.0287	0.0049	0.9664	0.9664	0.994955214660764	889731	0.889731	"Stranded"	"Passed"
"a. thaliana"	"SRR5244315"	"PRJNA374044"	"Stranded"	1000000	0.0279	0.0047	0.9674	0.9674	0.995165106470528	924523	0.924523	"Stranded"	"Passed"
"a. thaliana"	"SRR5313798"	"PRJNA378128"	"Stranded"	1000000	0.0273	0.007	0.9657	0.9657	0.992803536547754	960030	0.96003	"Stranded"	"Passed"
"a. thaliana"	"SRR5313799"	"PRJNA378128"	"Stranded"	1000000	0.0282	0.0245	0.9473	0.9473	0.974789051245112	965683	0.965683	"Stranded"	"Passed"
"a. thaliana"	"SRR5313800"	"PRJNA378128"	"Stranded"	1000000	0.028	0.0775	0.8945	0.8945	0.920267489711934	965787	0.965787	"Stranded"	"Passed"
"a. thaliana"	"SRR5483618"	"PRJNA384596"	"Stranded"	1000000	0.0306	0.0047	0.9647	0.9647	0.995151640189808	974275	0.974275	"Stranded"	"Passed"
"a. thaliana"	"SRR5483619"	"PRJNA384596"	"Stranded"	1000000	0.0284	0.005	0.9666	0.9666	0.994853849320708	975259	0.975259	"Stranded"	"Passed"
"a. thaliana"	"SRR5483620"	"PRJNA384596"	"Stranded"	1000000	0.0285	0.0049	0.9665	0.9665	0.994955733992176	946169	0.946169	"Stranded"	"Passed"
"a. thaliana"	"SRR5588566"	"PRJNA387601"	"Unstranded"	1000000	0.0327	0.4798	0.4876	0.4876	0.504031424436634	943605	0.943605	"Unstranded"	"Passed"
"a. thaliana"	"SRR5588567"	"PRJNA387601"	"Unstranded"	1000000	0.0322	0.4856	0.4823	0.4856	0.501704721562145	913693	0.913693	"Unstranded"	"Passed"
"a. thaliana"	"SRR5588568"	"PRJNA387601"	"Unstranded"	1000000	0.0352	0.476	0.4888	0.4888	0.506633499170813	870155	0.870155	"Unstranded"	"Passed"
"a. thaliana"	"SRR5618242"	"PRJNA388207"	"Stranded"	1000000	0.0364	0.9005	0.063	0.9005	0.934613388687078	937364	0.937364	"Stranded"	"Passed"
"a. thaliana"	"SRR5618243"	"PRJNA388207"	"Stranded"	1000000	0.0369	0.9003	0.0628	0.9003	0.934793894714983	948111	0.948111	"Stranded"	"Passed"
"a. thaliana"	"SRR5618244"	"PRJNA388207"	"Stranded"	1000000	0.035	0.9196	0.0453	0.9196	0.953052129754379	946066	0.946066	"Stranded"	"Passed"
"a. thaliana"	"SRR5640546"	"PRJNA388948"	"Stranded"	1000000	0.0285	0.0041	0.9674	0.9674	0.995779722079259	973983	0.973983	"Stranded"	"Passed"
"a. thaliana"	"SRR5640547"	"PRJNA388948"	"Stranded"	1000000	0.0278	0.003	0.9692	0.9692	0.996914215182061	976879	0.976879	"Stranded"	"Passed"
"a. thaliana"	"SRR5640548"	"PRJNA388948"	"Stranded"	1000000	0.0277	0.0031	0.9693	0.9693	0.996812011517894	979371	0.979371	"Stranded"	"Passed"
"a. thaliana"	"SRR6687547"	"PRJNA433501"	"Unstranded"	1000000	0.0513	0.9416	0.007	0.9416	0.992620704195657	871131	0.871131	"Stranded"	"Failed"
"a. thaliana"	"SRR6687548"	"PRJNA433501"	"Unstranded"	1000000	0.0371	0.9563	0.0066	0.9563	0.993145705680756	887121	0.887121	"Stranded"	"Failed"
"a. thaliana"	"SRR6687549"	"PRJNA433501"	"Unstranded"	1000000	0.0361	0.9579	0.006	0.9579	0.993775287892935	893864	0.893864	"Stranded"	"Failed"
"a. thaliana"	"SRR7500504"	"PRJNA480268"	"Stranded"	1000000	0.0327	0.1001	0.8672	0.8672	0.896516075674558	896109	0.896109	"Stranded"	"Failed"
"a. thaliana"	"SRR7500505"	"PRJNA480268"	"Stranded"	1000000	0.036	0.0889	0.8752	0.8752	0.907789648376724	853488	0.853488	"Stranded"	"Passed"
"a. thaliana"	"SRR7500506"	"PRJNA480268"	"Stranded"	1000000	0.0361	0.1082	0.8558	0.8558	0.887759336099585	883397	0.883397	"Stranded"	"Failed"
"a. thaliana"	"SRR7706470"	"PRJNA486520"	"Stranded"	1000000	0.0444	0.0218	0.9337	0.9337	0.977184720041863	755831	0.755831	"Stranded"	"Passed"
"a. thaliana"	"SRR7706471"	"PRJNA486520"	"Stranded"	1000000	0.0428	0.0215	0.9357	0.9357	0.977538654408692	758422	0.758422	"Stranded"	"Passed"
"a. thaliana"	"SRR7706472"	"PRJNA486520"	"Stranded"	1000000	0.0455	0.022	0.9325	0.9325	0.976951283394447	731603	0.731603	"Stranded"	"Passed"
"a. thaliana"	"SRR8249024"	"PRJNA507243"	"Unstranded"	1000000	0.0374	0.4954	0.4672	0.4954	0.514647828797008	784164	0.784164	"Unstranded"	"Passed"
"a. thaliana"	"SRR8249025"	"PRJNA507243"	"Unstranded"	1000000	0.0559	0.4984	0.4456	0.4984	0.527966101694915	685796	0.685796	"Unstranded"	"Passed"
"a. thaliana"	"SRR8249026"	"PRJNA507243"	"Unstranded"	1000000	0.033	0.4819	0.4852	0.4852	0.50170613173405	942640	0.94264	"Unstranded"	"Passed"
"a. thaliana"	"SRR8368635"	"PRJNA511671"	"Unstranded"	1000000	0.0323	0.4816	0.486	0.486	0.502273666804465	975856	0.975856	"Unstranded"	"Passed"
"a. thaliana"	"SRR8368636"	"PRJNA511671"	"Unstranded"	1000000	0.0333	0.4805	0.4862	0.4862	0.50294817420089	976630	0.97663	"Unstranded"	"Passed"
"a. thaliana"	"SRR8368637"	"PRJNA511671"	"Unstranded"	1000000	0.0345	0.4787	0.4868	0.4868	0.504194717762817	965186	0.965186	"Unstranded"	"Passed"
"a. thaliana"	"SRR9844291"	"PRJNA556865"	"Unstranded"	1000000	0.0385	0.4821	0.4794	0.4821	0.501404056162246	977132	0.977132	"Unstranded"	"Passed"
"a. thaliana"	"SRR9844292"	"PRJNA556865"	"Unstranded"	1000000	0.037	0.4862	0.4768	0.4862	0.504880581516095	979173	0.979173	"Unstranded"	"Passed"
"a. thaliana"	"SRR9844293"	"PRJNA556865"	"Unstranded"	1000000	0.0366	0.4842	0.4792	0.4842	0.50259497612622	979385	0.979385	"Unstranded"	"Passed"
"a. thaliana"	"SRR1613921"	"PRJNA264018"	"Unstranded"	2000	0.0235	0.457	0.5195	0.5195	0.53200204813108	1296	0.648	"Unstranded"	"Passed"
"a. thaliana"	"SRR1613922"	"PRJNA264018"	"Unstranded"	2000	0.0295	0.4675	0.503	0.503	0.518289541473467	1396	0.698	"Unstranded"	"Passed"
"a. thaliana"	"SRR1613923"	"PRJNA264018"	"Unstranded"	2000	0.0305	0.482	0.4875	0.4875	0.502836513666839	1362	0.681	"Unstranded"	"Passed"
"a. thaliana"	"SRR2088865"	"PRJNA289110"	"Stranded"	2000	0.027	0.92	0.053	0.92	0.945529290853032	1836	0.918	"Stranded"	"Passed"
"a. thaliana"	"SRR2088866"	"PRJNA289110"	"Stranded"	2000	0.039	0.9295	0.0315	0.9295	0.967221644120708	1727	0.8635	"Stranded"	"Passed"
"a. thaliana"	"SRR2088867"	"PRJNA289110"	"Stranded"	2000	0.032	0.9275	0.0405	0.9275	0.958161157024793	1776	0.888	"Stranded"	"Passed"
"a. thaliana"	"SRR3087771"	"PRJNA308080"	"Stranded"	2000	0.0475	0.474	0.4785	0.4785	0.50236220472441	1853	0.9265	"Unstranded"	"Failed"
"a. thaliana"	"SRR3087773"	"PRJNA308080"	"Stranded"	2000	0.026	0.4935	0.4805	0.4935	0.506673511293634	1191	0.5955	"Unstranded"	"Failed"
"a. thaliana"	"SRR3403539"	"PRJNA318918"	"Unstranded"	2000	0.019	0.47	0.511	0.511	0.520897043832824	1894	0.947	"Unstranded"	"Passed"
"a. thaliana"	"SRR3403540"	"PRJNA318918"	"Unstranded"	2000	0.03	0.5245	0.4455	0.5245	0.540721649484536	1927	0.9635	"Unstranded"	"Passed"
"a. thaliana"	"SRR3403541"	"PRJNA318918"	"Unstranded"	2000	0.027	0.4915	0.4815	0.4915	0.50513874614594	1922	0.961	"Unstranded"	"Passed"
"a. thaliana"	"SRR3992506"	"PRJNA336058"	"Stranded"	2000	0.0495	0.4745	0.476	0.476	0.500789058390321	1740	0.87	"Unstranded"	"Failed"
"a. thaliana"	"SRR3992507"	"PRJNA336058"	"Stranded"	2000	0.039	0.481	0.48	0.481	0.500520291363163	1913	0.9565	"Unstranded"	"Failed"
"a. thaliana"	"SRR3992508"	"PRJNA336058"	"Stranded"	2000	0.0315	0.4695	0.499	0.499	0.515229736706247	1913	0.9565	"Unstranded"	"Failed"
"a. thaliana"	"SRR4119790"	"PRJNA341576"	"Unstranded"	2000	0.03	0.4875	0.4825	0.4875	0.502577319587629	1903	0.9515	"Unstranded"	"Passed"
"a. thaliana"	"SRR4119791"	"PRJNA341576"	"Unstranded"	2000	0.0355	0.479	0.4855	0.4855	0.503369621565578	1863	0.9315	"Unstranded"	"Passed"
"a. thaliana"	"SRR4119792"	"PRJNA341576"	"Unstranded"	2000	0.0305	0.4665	0.503	0.503	0.518824136152656	1876	0.938	"Unstranded"	"Passed"
"a. thaliana"	"SRR5112408"	"PRJNA357502"	"Stranded"	2000	0.0225	0.0085	0.969	0.969	0.991304347826087	1929	0.9645	"Stranded"	"Passed"
"a. thaliana"	"SRR5112409"	"PRJNA357502"	"Stranded"	2000	0.023	0.003	0.974	0.974	0.996929375639713	1925	0.9625	"Stranded"	"Passed"
"a. thaliana"	"SRR5121376"	"PRJNA358157"	"Unstranded"	2000	0.036	0.4665	0.4975	0.4975	0.516078838174274	1974	0.987	"Unstranded"	"Passed"
"a. thaliana"	"SRR5121377"	"PRJNA358157"	"Unstranded"	2000	0.041	0.4845	0.4745	0.4845	0.505213764337852	1965	0.9825	"Unstranded"	"Passed"
"a. thaliana"	"SRR5121378"	"PRJNA358157"	"Unstranded"	2000	0.025	0.5005	0.4745	0.5005	0.513333333333333	1834	0.917	"Unstranded"	"Passed"
"a. thaliana"	"SRR5244313"	"PRJNA374044"	"Stranded"	2000	0.0315	0.0055	0.963	0.963	0.994321115126484	1785	0.8925	"Stranded"	"Passed"
"a. thaliana"	"SRR5244314"	"PRJNA374044"	"Stranded"	2000	0.031	0.0025	0.9665	0.9665	0.997420020639835	1780	0.89	"Stranded"	"Passed"
"a. thaliana"	"SRR5244315"	"PRJNA374044"	"Stranded"	2000	0.0235	0.0035	0.973	0.973	0.996415770609319	1869	0.9345	"Stranded"	"Passed"
"a. thaliana"	"SRR5313798"	"PRJNA378128"	"Stranded"	2000	0.0245	0.0065	0.969	0.969	0.993336750384418	1936	0.968	"Stranded"	"Passed"
"a. thaliana"	"SRR5313799"	"PRJNA378128"	"Stranded"	2000	0.0195	0.028	0.9525	0.9525	0.971443141254462	1946	0.973	"Stranded"	"Passed"
"a. thaliana"	"SRR5313800"	"PRJNA378128"	"Stranded"	2000	0.026	0.082	0.892	0.892	0.915811088295688	1934	0.967	"Stranded"	"Passed"
"a. thaliana"	"SRR5483618"	"PRJNA384596"	"Stranded"	2000	0.0345	0.0045	0.961	0.961	0.995339202485759	1937	0.9685	"Stranded"	"Passed"
"a. thaliana"	"SRR5483619"	"PRJNA384596"	"Stranded"	2000	0.027	0.004	0.969	0.969	0.995889003083248	1951	0.9755	"Stranded"	"Passed"
"a. thaliana"	"SRR5483620"	"PRJNA384596"	"Stranded"	2000	0.0215	0.003	0.9755	0.9755	0.996934082779765	1909	0.9545	"Stranded"	"Passed"
"a. thaliana"	"SRR5588566"	"PRJNA387601"	"Unstranded"	2000	0.0325	0.4685	0.499	0.499	0.515762273901809	1882	0.941	"Unstranded"	"Passed"
"a. thaliana"	"SRR5588567"	"PRJNA387601"	"Unstranded"	2000	0.038	0.5005	0.4615	0.5005	0.52027027027027	1829	0.9145	"Unstranded"	"Passed"
"a. thaliana"	"SRR5588568"	"PRJNA387601"	"Unstranded"	2000	0.0255	0.4605	0.514	0.514	0.527449974345818	1753	0.8765	"Unstranded"	"Passed"
"a. thaliana"	"SRR5618242"	"PRJNA388207"	"Stranded"	2000	0.0285	0.899	0.0725	0.899	0.925373134328358	1868	0.934	"Stranded"	"Passed"
"a. thaliana"	"SRR5618243"	"PRJNA388207"	"Stranded"	2000	0.0375	0.9005	0.062	0.9005	0.935584415584416	1895	0.9475	"Stranded"	"Passed"
"a. thaliana"	"SRR5618244"	"PRJNA388207"	"Stranded"	2000	0.0425	0.8985	0.059	0.8985	0.938381201044386	1893	0.9465	"Stranded"	"Passed"
"a. thaliana"	"SRR5640546"	"PRJNA388948"	"Stranded"	2000	0.03	0.009	0.961	0.961	0.990721649484536	1951	0.9755	"Stranded"	"Passed"
"a. thaliana"	"SRR5640547"	"PRJNA388948"	"Stranded"	2000	0.0385	0.001	0.9605	0.9605	0.998959958398336	1951	0.9755	"Stranded"	"Passed"
"a. thaliana"	"SRR5640548"	"PRJNA388948"	"Stranded"	2000	0.0295	0.003	0.9675	0.9675	0.996908809891808	1957	0.9785	"Stranded"	"Passed"
"a. thaliana"	"SRR6687547"	"PRJNA433501"	"Unstranded"	2000	0.0405	0.9495	0.01	0.9495	0.989577905158937	1740	0.87	"Stranded"	"Failed"
"a. thaliana"	"SRR6687548"	"PRJNA433501"	"Unstranded"	2000	0.0455	0.9495	0.005	0.9495	0.99476165531692	1792	0.896	"Stranded"	"Failed"
"a. thaliana"	"SRR6687549"	"PRJNA433501"	"Unstranded"	2000	0.0315	0.958	0.0105	0.958	0.989158492514197	1813	0.9065	"Stranded"	"Failed"
"a. thaliana"	"SRR7500504"	"PRJNA480268"	"Stranded"	2000	0.028	0.0955	0.8765	0.8765	0.901748971193416	1776	0.888	"Stranded"	"Failed"
"a. thaliana"	"SRR7500505"	"PRJNA480268"	"Stranded"	2000	0.0405	0.0775	0.882	0.882	0.919228764981761	1728	0.864	"Stranded"	"Passed"
"a. thaliana"	"SRR7500506"	"PRJNA480268"	"Stranded"	2000	0.03	0.11	0.86	0.86	0.88659793814433	1752	0.876	"Stranded"	"Failed"
"a. thaliana"	"SRR7706470"	"PRJNA486520"	"Stranded"	2000	0.0385	0.022	0.9395	0.9395	0.97711908476339	1484	0.742	"Stranded"	"Passed"
"a. thaliana"	"SRR7706471"	"PRJNA486520"	"Stranded"	2000	0.041	0.013	0.946	0.946	0.986444212721585	1489	0.7445	"Stranded"	"Passed"
"a. thaliana"	"SRR7706472"	"PRJNA486520"	"Stranded"	2000	0.043	0.024	0.933	0.933	0.974921630094044	1483	0.7415	"Stranded"	"Passed"
"a. thaliana"	"SRR8249024"	"PRJNA507243"	"Unstranded"	2000	0.039	0.4995	0.4615	0.4995	0.519771071800208	1561	0.7805	"Unstranded"	"Passed"
"a. thaliana"	"SRR8249025"	"PRJNA507243"	"Unstranded"	2000	0.0475	0.512	0.4405	0.512	0.53753280839895	1343	0.6715	"Unstranded"	"Passed"
"a. thaliana"	"SRR8249026"	"PRJNA507243"	"Unstranded"	2000	0.0215	0.4975	0.481	0.4975	0.508431272355646	1890	0.945	"Unstranded"	"Passed"
"a. thaliana"	"SRR8368635"	"PRJNA511671"	"Unstranded"	2000	0.044	0.483	0.473	0.483	0.505230125523013	1961	0.9805	"Unstranded"	"Passed"
"a. thaliana"	"SRR8368636"	"PRJNA511671"	"Unstranded"	2000	0.0335	0.474	0.4925	0.4925	0.509570615623383	1952	0.976	"Unstranded"	"Passed"
"a. thaliana"	"SRR8368637"	"PRJNA511671"	"Unstranded"	2000	0.0315	0.502	0.4665	0.502	0.518327310273619	1938	0.969	"Unstranded"	"Passed"
"a. thaliana"	"SRR9844291"	"PRJNA556865"	"Unstranded"	2000	0.0275	0.4645	0.508	0.508	0.522365038560411	1952	0.976	"Unstranded"	"Passed"
"a. thaliana"	"SRR9844292"	"PRJNA556865"	"Unstranded"	2000	0.035	0.481	0.484	0.484	0.501554404145078	1958	0.979	"Unstranded"	"Passed"
"a. thaliana"	"SRR9844293"	"PRJNA556865"	"Unstranded"	2000	0.036	0.484	0.48	0.484	0.50207468879668	1961	0.9805	"Unstranded"	"Passed"
"a. thaliana"	"SRR1613921"	"PRJNA264018"	"Unstranded"	20000	0.0255	0.486	0.4885	0.4885	0.50128270908158	12920	0.646	"Unstranded"	"Passed"
